Year,Production,State,Mineral Type,Gold(t),Production(normalised)
1966,6203802.7,WA,Iron Ore,,0.006809245
2001,6219000.0,WA,Coal,,0.006825926
1966,6227214.5,NT,Coal,,0.006834942
1972,6327469.0,SA,Iron Ore,,0.006944981
1856,6338649.7,WA,Iron Ore,,0.006957252
1967,6375975.3,NT,Coal,,0.006998221
1986,6387170.5,NT,Coal,,0.007010509
1864,6405249.9,WA,Iron Ore,,0.007030352
2000,6410500.0,WA,Coal,,0.007036115
1903,6456523.5,NSW,Coal,,0.00708663
1931,6535300.1,NSW,Coal,,0.007173094
2007,6538269.0,SA,Iron Ore,,0.007176353
1968,6548138.0,NT,Coal,,0.007187185
1973,6579628.0,SA,Iron Ore,,0.007221748
1969,6719449.6,NT,Coal,,0.007375215
1985,6726608.0,NT,Coal,,0.007383073
1905,6738252.2,NSW,Coal,,0.007395853
2020,6758411.0,WA,Coal,,0.007417979
1968,6766765.2,QLD,Coal,,0.007427149
1968,6766765.2,VIC,Coal,,0.007427149
1971,6866228.6,SA,Iron Ore,,0.007536319
1932,6892769.6,NSW,Coal,,0.00756545
1970,6909445.8,NT,Coal,,0.007583754
2002,6978107.9,WA,Coal,,0.007659117
1969,7041731.4,SA,Iron Ore,,0.007728949
1984,7048808.4,NT,Coal,,0.007736717
1971,7096667.7,NT,Coal,,0.007789247
1909,7132197.1,NSW,Coal,,0.007828244
1930,7206543.9,NSW,Coal,,0.007909846
1933,7232332.0,NSW,Coal,,0.007938151
1972,7269150.3,NT,Coal,,0.007978563
2009,7322987.0,SA,Iron Ore,,0.008037653
1983,7336518.7,NT,Coal,,0.008052506
1973,7426316.7,NT,Coal,,0.008151067
2007,7468934.2,WA,Coal,,0.008197844
2004,7475609.8,WA,Coal,,0.008205171
2003,7501949.4,WA,Coal,,0.008234081
1974,7554811.9,NT,Coal,,0.008292103
2019,7607092.7,WA,Coal,,0.008349486
1982,7641394.5,NT,Coal,,0.008387135
1970,7705356.2,SA,Iron Ore,,0.008457339
2008,7711703.0,SA,Iron Ore,,0.008464305
1975,7713692.0,NT,Coal,,0.008466488
1929,7739619.8,NSW,Coal,,0.008494946
1906,7748383.8,NSW,Coal,,0.008504566
2006,7760747.6,WA,Coal,,0.008518136
1976,7833292.2,NT,Coal,,0.00859776
2014,7879917.1,WA,Coal,,0.008648936
2018,7884146.3,WA,Coal,,0.008653578
2005,7920731.7,WA,Coal,,0.008693733
1977,7945060.9,NT,Coal,,0.008720437
1981,7955681.1,NT,Coal,,0.008732094
1934,7999150.9,NSW,Coal,,0.008779806
1980,8036272.2,NT,Coal,,0.00882055
1978,8043010.7,NT,Coal,,0.008827946
2008,8055265.3,WA,Coal,,0.008841396
1857,8066489.9,WA,Iron Ore,,0.008853716
1979,8080009.8,NT,Coal,,0.008868556
2016,8217704.1,WA,Coal,,0.009019688
1916,8257195.6,NSW,Coal,,0.009063033
1910,8304284.1,NSW,Coal,,0.009114718
2017,8310567.3,WA,Coal,,0.009121614
2009,8348297.0,WA,Coal,,0.009163026
1917,8425552.9,NSW,Coal,,0.009247821
2013,8453829.6,WA,Coal,,0.009278857
2015,8470462.4,WA,Coal,,0.009297113
2010,8503935.0,WA,Coal,,0.009333853
2011,8671273.6,WA,Coal,,0.009517522
1969,8672000.0,QLD,Coal,,0.00951832
1969,8672000.0,VIC,Coal,,0.00951832
1919,8769658.9,NSW,Coal,,0.009625509
1907,8796450.8,NSW,Coal,,0.009654916
2012,8829703.5,WA,Coal,,0.009691414
1911,8830669.7,NSW,Coal,,0.009692474
1935,8837756.3,NSW,Coal,,0.009700252
2016,8929706.4,SA,Iron Ore,,0.009801176
2015,9122000.0,SA,Iron Ore,,0.010012236
2010,9197017.0,SA,Iron Ore,,0.010094574
1918,9208186.8,NSW,Coal,,0.010106834
1908,9293377.4,NSW,Coal,,0.010200339
1936,9346657.5,NSW,Coal,,0.010258818
1928,9599368.2,NSW,Coal,,0.010536192
1915,9600192.1,NSW,Coal,,0.010537096
1940,9702899.6,NSW,Coal,,0.010649827
1938,9724064.9,NSW,Coal,,0.010673058
1858,9895497.0,WA,Iron Ore,,0.01086122
1912,10043988.0,NSW,Coal,,0.011024203
2011,10192493.0,SA,Iron Ore,,0.011187201
1937,10212343.3,NSW,Coal,,0.011208988
1945,10340174.4,NSW,Coal,,0.011349295
1922,10346063.1,NSW,Coal,,0.011355758
1970,10464000.0,QLD,Coal,,0.011485205
1970,10464000.0,VIC,Coal,,0.011485205
1914,10556872.0,NSW,Coal,,0.01158714
1913,10580791.6,NSW,Coal,,0.011613394
1923,10646169.2,NSW,Coal,,0.011685152
2012,10719749.0,SA,Iron Ore,,0.011765913
1920,10887455.0,NSW,Coal,,0.011949986
1949,10907875.6,NSW,Coal,,0.011972399
1921,10966081.2,NSW,Coal,,0.012036285
1926,11059938.3,NSW,Coal,,0.012139302
2014,11272000.0,SA,Iron Ore,,0.012372059
1944,11279772.2,NSW,Coal,,0.01238059
1927,11304131.8,NSW,Coal,,0.012407327
2013,11317000.0,SA,Iron Ore,,0.012421451
1946,11366381.1,NSW,Coal,,0.012475651
1939,11374965.3,NSW,Coal,,0.012485073
1971,11455000.0,QLD,Coal,,0.012572919
1971,11455000.0,VIC,Coal,,0.012572919
1925,11578538.2,NSW,Coal,,0.012708513
1943,11657075.0,NSW,Coal,,0.012794715
1911,11709067.9,WA,Iron Ore,,0.012851782
1924,11804107.5,NSW,Coal,,0.012956096
1947,11870053.0,NSW,Coal,,0.013028478
1948,11908989.1,NSW,Coal,,0.013071214
1859,11939935.5,WA,Iron Ore,,0.01310518
1941,11953949.2,NSW,Coal,,0.013120561
1967,12355273.2,WA,Iron Ore,,0.013561052
1942,12401230.0,NSW,Coal,,0.013611493
1950,13002983.4,NSW,Coal,,0.014271973
1951,13729455.9,NSW,Coal,,0.015069344
1912,14128224.3,WA,Iron Ore,,0.015507029
1860,14215790.6,WA,Iron Ore,,0.015603141
1953,14400612.3,NSW,Coal,,0.015806
1955,14972179.4,NSW,Coal,,0.016433347
1956,15047127.6,NSW,Coal,,0.01651561
1952,15262453.6,NSW,Coal,,0.01675195
1954,15324592.2,NSW,Coal,,0.016820153
1957,15636479.8,NSW,Coal,,0.017162478
1959,15963839.0,NSW,Coal,,0.017521785
1958,16104563.2,NSW,Coal,,0.017676243
1861,16678487.2,WA,Iron Ore,,0.018306178
1913,16985931.2,WA,Iron Ore,,0.018643626
1972,17684000.0,QLD,Coal,,0.019409821
1972,17684000.0,VIC,Coal,,0.019409821
1960,18020785.9,NSW,Coal,,0.019779474
1914,18911674.3,WA,Iron Ore,,0.020757306
1968,19128834.5,WA,Iron Ore,,0.02099566
1963,19243249.3,NSW,Coal,,0.02112124
1961,19325137.9,NSW,Coal,,0.021211121
1862,19335179.6,WA,Iron Ore,,0.021222142
1962,19612272.7,NSW,Coal,,0.021526278
1973,19977000.0,QLD,Coal,,0.021926599
1973,19977000.0,VIC,Coal,,0.021926599
1915,20660153.6,WA,Iron Ore,,0.022676423
1964,21030240.9,NSW,Coal,,0.023082628
1863,22177371.3,WA,Iron Ore,,0.02434171
1916,22462145.9,WA,Iron Ore,,0.024654276
1917,23778556.9,WA,Iron Ore,,0.026099159
1965,24516080.0,NSW,Coal,,0.026908658
1966,25877237.6,NSW,Coal,,0.028402654
1918,26580965.4,WA,Iron Ore,,0.02917506
1967,27241995.8,NSW,Coal,,0.029900602
1974,28501000.0,QLD,Coal,,0.031282475
1974,28501000.0,VIC,Coal,,0.031282475
1969,28617000.0,WA,Iron Ore,,0.031409796
1919,29587416.7,WA,Iron Ore,,0.032474918
1975,30476000.0,QLD,Coal,,0.03345022
1975,30476000.0,VIC,Coal,,0.03345022
1944,30591965.1,WA,Iron Ore,,0.033577502
1968,30834331.0,NSW,Coal,,0.033843521
1920,32016167.3,WA,Iron Ore,,0.035140696
1945,32734142.4,WA,Iron Ore,,0.035928739
1969,33975000.0,NSW,Coal,,0.037290695
1978,34461000.0,QLD,Coal,,0.037824125
1978,34461000.0,VIC,Coal,,0.037824125
1921,34537011.6,WA,Iron Ore,,0.037907555
1971,34567000.0,NSW,Coal,,0.03794047
1981,34682000.0,QLD,Coal,,0.038066693
1981,34682000.0,VIC,Coal,,0.038066693
1977,35005000.0,QLD,Coal,,0.038421215
1977,35005000.0,VIC,Coal,,0.038421215
1976,35115000.0,QLD,Coal,,0.03854195
1976,35115000.0,VIC,Coal,,0.03854195
1946,35323239.6,WA,Iron Ore,,0.038770512
1970,35900000.0,NSW,Coal,,0.03940356
1982,36784000.0,QLD,Coal,,0.040373832
1982,36784000.0,VIC,Coal,,0.040373832
1922,36948501.1,WA,Iron Ore,,0.040554387
1983,37128000.0,QLD,Coal,,0.040751403
1983,37128000.0,VIC,Coal,,0.040751403
1979,37508000.0,QLD,Coal,,0.041168488
1979,37508000.0,VIC,Coal,,0.041168488
1980,37579000.0,QLD,Coal,,0.041246417
1980,37579000.0,VIC,Coal,,0.041246417
1947,37856256.6,WA,Iron Ore,,0.041550732
1973,37882000.0,NSW,Coal,,0.041578988
1974,38694000.0,NSW,Coal,,0.042470233
1972,39176000.0,NSW,Coal,,0.042999272
1923,39848901.9,WA,Iron Ore,,0.043737844
1975,40210000.0,NSW,Coal,,0.044134182
1970,40326000.0,WA,Iron Ore,,0.044261503
1924,42687887.7,WA,Iron Ore,,0.046853893
1976,44744000.0,NSW,Coal,,0.049110666
1925,45292850.6,WA,Iron Ore,,0.04971308
1977,47909000.0,NSW,Coal,,0.052584545
1926,47995446.2,WA,Iron Ore,,0.052679428
1851,48261817.3,QLD,Coal,,0.052971794
1851,48261817.3,VIC,Coal,,0.052971794
1852,48261817.3,VIC,Coal,,0.052971794
1853,48261817.3,VIC,Coal,,0.052971794
1854,48261817.3,VIC,Coal,,0.052971794
1855,48261817.3,VIC,Coal,,0.052971794
1856,48261817.3,VIC,Coal,,0.052971794
1857,48261817.3,VIC,Coal,,0.052971794
1858,48261817.3,VIC,Coal,,0.052971794
1859,48261817.3,VIC,Coal,,0.052971794
1852,48262164.0,QLD,Coal,,0.052972175
1853,48262497.6,QLD,Coal,,0.052972541
1854,48262953.8,QLD,Coal,,0.052973042
1855,48263534.8,QLD,Coal,,0.052973679
1856,48264237.7,QLD,Coal,,0.052974451
1857,48265222.1,QLD,Coal,,0.052975531
1858,48266295.3,QLD,Coal,,0.052976709
1859,48267539.6,QLD,Coal,,0.052978075
1978,50679000.0,NSW,Coal,,0.055624875
1980,50720000.0,NSW,Coal,,0.055669877
1984,50777000.0,QLD,Coal,,0.055732439
1984,50777000.0,VIC,Coal,,0.055732439
1979,50888000.0,NSW,Coal,,0.055854272
1927,51153387.9,WA,Iron Ore,,0.05614556
1971,51897000.0,WA,Iron Ore,,0.056961743
1928,54569125.8,WA,Iron Ore,,0.059894647
1972,54782000.0,WA,Iron Ore,,0.060128296
1929,57963704.5,WA,Iron Ore,,0.06362051
1981,60769000.0,NSW,Coal,,0.066699581
1985,60976000.0,QLD,Coal,,0.066926782
1985,60976000.0,VIC,Coal,,0.066926782
1930,61616106.3,WA,Iron Ore,,0.067629358
1982,64876000.0,NSW,Coal,,0.071207392
1931,65060165.4,WA,Iron Ore,,0.07140953
1983,66129000.0,NSW,Coal,,0.072582675
1986,66134000.0,QLD,Coal,,0.072588163
1986,66134000.0,VIC,Coal,,0.072588163
1984,68323000.0,NSW,Coal,,0.074990792
1987,68492000.0,QLD,Coal,,0.075176285
1987,68492000.0,VIC,Coal,,0.075176285
1932,68764042.2,WA,Iron Ore,,0.075474877
1933,72728801.3,WA,Iron Ore,,0.079826565
1983,74983543.0,WA,Iron Ore,,0.082301352
1973,74994000.0,WA,Iron Ore,,0.08231283
1985,75039000.0,NSW,Coal,,0.082362221
1981,75306403.0,WA,Iron Ore,,0.082655721
1934,77158568.3,WA,Iron Ore,,0.084688643
1982,78182395.0,WA,Iron Ore,,0.085812387
1978,78665000.0,WA,Iron Ore,,0.086342091
1988,79787000.0,NSW,Coal,,0.087573589
1986,80310000.0,NSW,Coal,,0.08814763
1986,81290940.0,WA,Iron Ore,,0.089224302
1987,83605000.0,NSW,Coal,,0.091764196
1987,84122743.0,WA,Iron Ore,,0.092332467
1935,86209553.7,WA,Iron Ore,,0.094622934
1979,86882000.0,WA,Iron Ore,,0.095361006
1976,86937000.0,WA,Iron Ore,,0.095421373
1988,87638764.3,QLD,Coal,,0.096191624
1988,87638764.3,VIC,Coal,,0.096191624
1974,88589000.0,WA,Iron Ore,,0.097234596
1985,88670729.0,WA,Iron Ore,,0.097324301
1975,90290000.0,WA,Iron Ore,,0.0991016
1936,90448800.4,WA,Iron Ore,,0.099275898
1984,90631128.0,WA,Iron Ore,,0.099476019
1989,90774106.2,NSW,Coal,,0.099632951
1977,91185000.0,WA,Iron Ore,,0.100083945
1980,93212714.0,WA,Iron Ore,,0.102309548
1990,94022000.0,NSW,Coal,,0.103197814
1989,94874781.5,QLD,Coal,,0.10413382
1989,94874781.5,VIC,Coal,,0.10413382
1937,95068448.1,WA,Iron Ore,,0.104346387
1991,97793100.0,NSW,Coal,,0.107336944
1990,97950214.0,QLD,Coal,,0.107509391
1990,97950214.0,VIC,Coal,,0.107509391
1988,98319089.0,WA,Iron Ore,,0.107914265
1938,99804631.8,WA,Iron Ore,,0.109544786
1991,101158724.0,QLD,Coal,,0.111031027
1991,101158724.0,VIC,Coal,,0.111031027
1992,102475800.0,NSW,Coal,,0.112476639
1994,103900186.0,NSW,Coal,,0.114040034
1940,104019672.6,WA,Iron Ore,,0.114171182
1939,104421462.5,WA,Iron Ore,,0.114612183
1993,104496587.0,NSW,Coal,,0.114694639
1990,105970657.0,WA,Iron Ore,,0.116312567
1989,106469970.0,WA,Iron Ore,,0.116860609
1992,108147133.0,WA,Iron Ore,,0.11870145
1941,108183395.5,WA,Iron Ore,,0.118741251
1995,110508619.0,NSW,Coal,,0.121293399
1993,111135983.0,QLD,Coal,,0.121981988
1993,111135983.0,VIC,Coal,,0.121981988
1992,112939364.0,QLD,Coal,,0.123961365
1992,112939364.0,VIC,Coal,,0.123961365
1991,114167774.0,WA,Iron Ore,,0.125309659
1994,115003309.0,QLD,Coal,,0.126226735
1994,115003309.0,VIC,Coal,,0.126226735
1993,116273823.0,WA,Iron Ore,,0.127621242
1996,117382355.0,NSW,Coal,,0.128837958
1995,119983948.0,QLD,Coal,,0.131693446
1995,119983948.0,VIC,Coal,,0.131693446
1996,123923528.0,QLD,Coal,,0.136017498
1996,123923528.0,VIC,Coal,,0.136017498
1994,124262000.0,WA,Iron Ore,,0.136389002
1997,128337900.0,NSW,Coal,,0.140862678
1999,130947606.0,NSW,Coal,,0.143727071
1997,132734575.0,QLD,Coal,,0.145688435
1997,132734575.0,VIC,Coal,,0.145688435
2000,134996279.0,NSW,Coal,,0.148170863
1998,135817720.0,NSW,Coal,,0.14907247
1995,138702217.0,WA,Iron Ore,,0.152238472
1998,139494400.0,QLD,Coal,,0.153107966
1998,139494400.0,VIC,Coal,,0.153107966
2001,143292568.0,NSW,Coal,,0.157276805
2002,143579894.0,NSW,Coal,,0.157592172
2003,144551600.0,NSW,Coal,,0.158658709
1999,146098943.6,WA,Iron Ore,,0.160357061
1996,147905471.9,WA,Iron Ore,,0.162339893
2004,151081922.0,NSW,Coal,,0.16582634
1999,152703464.0,QLD,Coal,,0.167606131
1999,152703464.0,VIC,Coal,,0.167606131
1997,153523141.5,WA,Iron Ore,,0.168505803
1998,153921489.4,WA,Iron Ore,,0.168943027
2005,158911520.0,NSW,Coal,,0.174420045
2000,159178418.0,QLD,Coal,,0.17471299
2000,159178418.0,VIC,Coal,,0.17471299
2000,164803646.9,WA,Iron Ore,,0.180887198
2006,166426153.0,NSW,Coal,,0.182668048
2007,171485888.0,NSW,Coal,,0.188221574
2001,175422899.7,WA,Iron Ore,,0.192542807
2002,180972411.0,WA,Iron Ore,,0.198633907
2001,181006156.0,QLD,Coal,,0.198670945
2001,181006156.0,VIC,Coal,,0.198670945
2008,183400177.0,NSW,Coal,,0.201298604
2009,185735000.0,NSW,Coal,,0.203861288
2002,192534125.0,QLD,Coal,,0.211323954
2002,192534125.0,VIC,Coal,,0.211323954
2010,194383451.0,NSW,Coal,,0.21335376
2003,202998681.2,QLD,Coal,,0.22280977
2003,202998681.2,VIC,Coal,,0.22280977
2003,207144423.5,WA,Iron Ore,,0.227360104
2004,212845233.0,QLD,Coal,,0.233617268
2004,212845233.0,VIC,Coal,,0.233617268
2011,212905917.0,NSW,Coal,,0.233683874
2006,227038796.0,QLD,Coal,,0.249196012
2006,227038796.0,VIC,Coal,,0.249196012
2004,227439089.3,WA,Iron Ore,,0.249635371
2005,229340953.0,QLD,Coal,,0.251722842
2005,229340953.0,VIC,Coal,,0.251722842
2012,234904884.0,NSW,Coal,,0.257829769
2007,240516509.0,QLD,Coal,,0.263989045
2007,240516509.0,VIC,Coal,,0.263989045
2008,240818855.0,QLD,Coal,,0.264320898
2008,240818855.0,VIC,Coal,,0.264320898
2021,242291797.0,NSW,Coal,,0.265937587
2011,242534935.0,QLD,Coal,,0.266204454
2011,242534935.0,VIC,Coal,,0.266204454
2017,245687883.0,NSW,Coal,,0.269665105
2015,246414782.0,NSW,Coal,,0.270462943
2016,250296403.0,NSW,Coal,,0.27472338
2013,251516282.0,NSW,Coal,,0.27606231
2020,251821158.0,NSW,Coal,,0.27639694
2005,255252927.5,WA,Iron Ore,,0.280163623
2009,256061969.4,QLD,Coal,,0.281051621
2009,256061969.4,VIC,Coal,,0.281051621
2018,256211430.0,NSW,Coal,,0.281215668
2012,256431460.0,QLD,Coal,,0.281457171
2012,256431460.0,VIC,Coal,,0.281457171
2019,258150072.0,NSW,Coal,,0.283343506
2014,260454286.0,NSW,Coal,,0.285872593
2010,264318438.0,QLD,Coal,,0.290113857
2010,264318438.0,VIC,Coal,,0.290113857
2006,268372682.6,WA,Iron Ore,,0.294563764
2013,280102881.0,QLD,Coal,,0.307438738
2013,280102881.0,VIC,Coal,,0.307438738
2020,282840552.1,QLD,Coal,,0.310443585
2020,282840552.1,VIC,Coal,,0.310443585
2007,288943358.3,WA,Iron Ore,,0.317141977
2014,298884083.4,QLD,Coal,,0.328052839
2014,298884083.4,VIC,Coal,,0.328052839
2017,304713215.0,QLD,Coal,,0.334450849
2017,304713215.0,VIC,Coal,,0.334450849
2021,307886894.4,QLD,Coal,,0.337934255
2021,307886894.4,VIC,Coal,,0.337934255
2016,308090814.0,QLD,Coal,,0.338158075
2016,308090814.0,VIC,Coal,,0.338158075
2015,313628309.0,QLD,Coal,,0.344235987
2015,313628309.0,VIC,Coal,,0.344235987
2018,319386436.6,QLD,Coal,,0.350556062
2018,319386436.6,VIC,Coal,,0.350556062
2019,323724291.8,QLD,Coal,,0.355317259
2019,323724291.8,VIC,Coal,,0.355317259
2008,328920680.3,WA,Iron Ore,,0.361020774
2009,377941900.0,WA,Iron Ore,,0.414826083
2010,418921450.3,WA,Iron Ore,,0.459804917
2011,462795803.1,WA,Iron Ore,,0.507961065
2012,504507035.6,WA,Iron Ore,,0.553742988
2013,593336461.8,WA,Iron Ore,,0.651241474
2014,724186529.4,WA,Iron Ore,,0.794861488
2015,797836555.2,WA,Iron Ore,,0.875699182
2016,846489297.3,WA,Iron Ore,,0.929100052
2017,876807170.2,WA,Iron Ore,,0.962376713
2018,896454386.1,WA,Iron Ore,,0.983941344
2019,909044407.1,WA,Iron Ore,,0.997760053
2020,909759918.3,WA,Iron Ore,,0.998545393
2021,911085189.5,WA,Iron Ore,,1
1982,1.0,QLD,Iron Ore,,1
1990,1.0,QLD,Iron Ore,,1
1922,1.0,VIC,Iron Ore,,1
1924,1.0,VIC,Iron Ore,,1
1928,1.0,VIC,Iron Ore,,1
